0,0,0,25,0,1,2,4,0,2,1,2,3
0,0,0,24,0,1,1,4,1,0,2,3,2
0,0,0,26,0,1,1,5,0,1,2,3,3
0,0,0,25,0,0,2,3,2,1,1,3,2
0,0,0,25,0,0,2,5,1,2,1,2,2
0,0,0,26,0,0,2,5,0,3,2,3,2
0,0,11,21,1,10,9,12,6,4,2,3,3
10,0,37,10,11,6,13,8,9,3,0,3,6
14,0,17,13,10,6,12,10,9,7,1,0,5
14,0,38,12,9,8,11,9,9,9,1,0,4
13,0,39,6,8,10,9,9,7,10,2,0,4
11,0,43,8,0,12,10,10,9,6,3,1,2
11,0,45,27,0,1,7,6,11,7,4,4,2
5,0,0,23,0,5,7,8,9,6,4,2,1
14,0,41,16,4,7,9,11,7,8,3,0,3
14,0,20,16,8,5,9,11,8,5,2,0,3
14,0,19,15,10,5,10,12,8,4,1,0,4
11,0,40,24,13,2,5,8,9,7,2,2,2
6,0,0,20,13,10,7,6,5,9,6,2,3
9,0,37,17,17,8,4,5,12,7,4,2,3
12,0,35,10,25,2,8,6,9,4,4,2,1
11,0,36,10,27,1,9,8,9,3,4,3,1
10,0,38,11,27,1,11,9,7,3,5,2,0
10,0,18,9,26,1,10,8,9,2,5,2,1
13,0,38,12,21,3,10,8,10,2,4,3,1
14,0,37,15,20,7,10,7,10,4,4,2,2
14,0,35,16,17,8,10,10,7,3,3,2,3
14,0,34,16,16,6,10,10,3,4,2,2,5
9,0,37,9,14,5,9,11,4,4,2,2,5
4,0,33,15,17,7,8,12,5,4,3,1,3
2,0,39,15,16,8,8,10,8,4,2,2,3
9,0,39,26,6,2,5,8,10,4,4,3,3
5,0,40,0,16,14,11,9,3,4,2,2,5
5,0,37,0,10,13,13,10,5,3,1,3,6
7,0,21,5,7,10,12,13,11,3,0,0,4
12,0,17,13,7,4,10,14,14,6,2,0,2
14,0,18,17,7,2,8,13,14,8,3,0,1
14,0,19,15,7,4,8,13,12,7,2,1,1
11,0,21,5,8,10,9,12,9,9,1,0,3
10,0,38,24,0,3,7,5,10,9,4,2,3
10,0,41,29,6,4,6,4,4,6,3,2,3
3,0,0,29,13,7,6,6,5,7,3,2,2
4,0,0,29,10,8,7,4,6,8,4,2,2
12,0,33,16,6,11,10,11,7,7,2,0,3
14,0,21,15,9,10,11,11,6,7,1,0,4
14,0,23,15,11,10,11,9,6,7,0,0,4
12,0,27,13,10,8,10,9,7,8,0,0,5
5,0,29,0,20,12,9,6,5,5,1,2,7
4,0,29,0,19,11,11,4,6,5,1,4,3
8,0,25,1,10,8,14,4,7,4,3,4,2
10,0,25,3,8,10,11,10,6,4,4,2,2
14,0,23,17,7,10,8,7,7,7,3,1,1
14,0,23,17,10,11,6,3,8,6,3,1,2
14,0,22,16,15,11,4,2,10,7,2,1,2
13,0,22,13,20,8,3,3,10,8,2,2,2
8,0,21,0,18,10,9,7,6,8,5,4,1
6,0,41,0,28,7,9,7,5,8,4,2,1
3,0,42,0,31,8,5,7,6,5,3,3,2
9,0,9,13,25,3,5,8,10,8,2,3,3
11,0,40,13,26,1,11,9,9,2,4,4,0
12,0,21,12,26,1,11,10,8,4,4,5,0
11,0,23,10,28,1,10,9,10,4,5,4,0
9,0,11,6,30,2,7,6,11,6,4,2,0
7,0,11,3,30,5,4,1,13,8,3,1,1
6,0,12,0,27,10,7,0,6,7,3,4,3
8,0,25,3,26,10,4,0,6,9,3,4,2
10,0,24,10,20,12,7,0,10,9,4,2,4
12,0,23,15,17,12,8,0,11,10,3,0,3
13,0,22,15,13,11,8,0,9,9,3,0,3
13,0,20,15,16,10,6,1,10,9,2,0,3
12,0,20,13,18,8,6,2,12,9,1,1,3
12,0,19,9,16,10,7,2,10,9,1,2,3
9,0,39,0,16,10,10,3,9,6,3,2,1
7,0,38,0,20,11,11,2,8,3,4,3,3
6,0,37,0,28,8,8,2,8,5,4,3,3
4,0,36,0,30,10,8,0,8,5,5,3,3
4,0,36,0,29,12,11,2,7,4,3,4,4
2,0,36,0,31,10,6,5,7,8,4,4,4
1,0,38,0,30,14,8,7,5,5,2,3,4
0,0,43,0,21,15,11,8,5,5,2,1,1
0,0,0,24,0,1,2,5,3,3,3,3,2
0,0,0,25,0,1,1,4,2,1,2,3,3
0,0,0,24,0,1,1,5,1,2,2,3,2
0,0,0,26,0,1,1,5,1,2,1,3,3
0,0,0,25,0,1,0,5,1,1,2,3,3
0,0,0,24,0,1,1,4,2,1,2,3,3
0,0,0,25,0,0,1,5,1,1,2,3,3
0,0,0,24,0,1,0,4,3,1,1,3,3
0,0,0,25,0,1,1,4,2,0,1,3,3
0,0,0,25,0,1,1,5,1,2,1,3,2
0,0,0,24,0,0,2,4,2,1,1,3,3
