0,0,0,21,0,1,1,4,3,3,3,5,4
0,0,0,21,0,1,1,5,2,2,3,5,4
0,0,0,21,0,0,1,5,2,4,3,5,5
0,0,0,18,0,0,1,5,2,4,3,5,5
0,0,0,21,0,1,1,5,2,3,3,5,5
0,0,0,19,0,1,2,4,3,3,3,4,4
0,0,0,21,0,0,2,4,1,4,4,5,3
0,0,0,18,0,1,2,4,1,4,3,5,3
0,0,0,19,0,1,1,4,3,4,3,5,4
0,0,0,21,0,0,1,5,1,3,2,5,5
0,0,0,19,0,1,1,5,2,3,3,5,4
0,0,0,21,0,0,1,5,3,2,3,5,3
0,0,0,19,0,0,3,5,2,3,2,5,4
0,0,0,18,0,1,1,5,1,3,3,5,4
0,0,0,18,0,1,1,4,3,3,3,4,4
0,0,0,20,0,1,0,4,4,2,3,5,5
0,0,0,18,0,1,1,5,3,4,3,5,4
0,0,0,19,0,1,1,4,1,4,3,5,3
1,0,6,16,9,8,10,10,7,3,4,5,4
13,0,38,16,10,6,12,13,9,2,1,1,5
14,0,18,18,7,4,10,12,12,2,1,0,5
14,0,17,18,6,3,10,13,13,3,1,0,6
14,0,16,21,5,2,9,13,14,3,1,0,5
14,0,37,18,4,1,10,13,14,3,0,2,5
11,0,38,8,5,5,13,13,10,1,1,3,6
6,0,39,0,9,10,13,12,10,1,2,4,4
2,0,16,11,6,5,11,11,6,5,4,3,2
5,0,38,20,6,5,6,8,3,5,3,3,4
6,0,0,22,6,5,6,10,6,3,2,3,3
11,0,47,23,8,3,1,4,10,5,2,2,3
4,0,0,26,16,5,3,5,10,7,3,3,3
11,0,34,21,4,1,10,13,12,6,1,3,3
14,0,14,19,5,1,11,14,12,5,0,2,6
14,0,37,19,4,1,10,14,11,4,0,3,6
13,0,19,19,4,1,12,14,10,3,0,4,6
13,0,21,19,4,1,12,13,10,1,0,5,5
12,0,23,18,4,0,13,13,9,2,0,5,6
12,0,28,18,4,1,13,13,8,3,1,4,5
11,0,32,15,4,2,13,12,7,1,0,4,6
9,0,36,6,8,7,13,8,6,2,1,5,6
8,0,38,0,11,10,12,7,5,5,0,3,7
6,0,39,0,22,11,10,4,4,7,2,4,5
5,0,39,0,22,11,12,1,7,5,2,5,4
5,0,40,0,20,10,13,3,7,3,3,4,3
5,0,39,0,19,11,11,6,6,5,2,3,5
8,0,20,13,11,8,10,8,9,5,1,1,6
5,0,39,0,12,10,10,6,11,5,2,4,6
1,0,47,0,8,8,11,6,10,8,2,4,7
0,0,0,21,0,5,4,4,2,5,3,2,3
0,0,0,20,0,1,1,4,3,3,3,5,5
0,0,0,21,0,1,1,4,3,3,2,5,4
0,0,0,21,0,1,2,4,1,1,4,5,5
0,0,0,19,0,1,0,5,3,4,3,5,4
0,0,0,18,0,0,2,3,3,4,3,5,4
0,0,0,21,0,1,1,4,1,4,3,5,5
0,0,0,21,0,1,1,7,1,3,3,5,4
0,0,0,19,0,0,1,5,4,4,2,5,5
0,0,0,20,0,1,1,5,1,3,3,5,5
0,0,0,19,0,1,1,5,2,2,3,4,4
0,0,0,21,0,1,2,4,1,2,3,5,4
0,0,0,19,0,1,1,5,3,3,3,4,4
0,0,0,21,0,1,0,6,1,3,3,5,4
0,0,0,18,0,1,2,5,1,3,3,5,4
