0,0,0,22,0,0,1,4,3,1,2,4,3
0,0,0,23,0,1,2,3,1,2,2,4,3
0,0,0,23,0,0,2,4,1,1,2,3,3
0,0,0,23,0,1,1,5,1,1,2,4,4
0,0,0,23,0,1,2,5,0,1,2,4,4
0,0,0,22,0,1,2,4,2,1,2,4,3
0,0,0,22,0,0,2,4,2,1,2,4,5
0,0,0,22,0,0,1,4,1,2,2,4,3
0,0,0,22,0,1,0,4,3,1,3,3,3
0,0,0,22,0,1,2,4,0,1,2,4,3
0,0,0,22,0,2,3,5,2,5,2,2,1
1,0,42,16,7,7,7,6,6,5,3,3,5
3,0,39,20,6,4,5,8,5,4,3,2,4
6,0,42,24,11,6,7,7,5,4,3,2,4
6,0,39,25,10,5,6,7,6,4,3,2,3
1,0,0,22,10,8,9,9,8,5,3,3,4
6,0,34,14,13,10,11,5,4,5,3,3,4
9,0,36,7,24,11,10,0,6,9,6,3,0
11,0,14,7,26,10,9,0,7,9,6,3,0
12,0,14,8,28,6,6,4,11,8,5,2,0
13,0,36,11,24,4,7,7,10,7,5,2,1
12,0,36,10,16,4,11,8,9,3,5,3,1
13,0,36,19,6,3,5,11,11,8,3,0,2
14,0,15,18,5,3,7,13,13,8,2,0,4
13,0,16,19,6,1,7,14,13,8,1,0,4
14,0,18,21,6,1,7,15,12,8,1,0,4
12,0,39,14,6,2,11,14,10,5,1,0,5
10,0,42,5,4,7,9,13,11,7,3,1,4
10,0,44,24,7,5,3,3,8,7,3,2,2
3,0,0,27,10,8,5,6,7,7,3,2,2
2,0,0,27,8,8,6,6,8,7,2,1,3
2,0,0,25,6,6,6,9,7,7,4,2,3
14,0,37,16,9,10,11,10,7,9,1,1,3
14,0,39,16,11,10,11,9,6,7,1,0,4
10,0,0,16,15,11,11,7,7,7,2,0,3
14,0,20,16,16,10,10,6,6,7,3,0,3
12,0,42,10,19,10,8,3,7,6,3,0,3
7,0,27,4,16,7,6,3,8,8,3,1,5
7,0,46,13,6,5,8,8,6,6,3,1,3
12,0,32,13,17,10,8,4,7,6,3,0,4
12,0,35,13,15,10,8,4,6,5,3,0,4
11,0,38,12,11,11,7,5,6,6,3,0,4
7,0,40,0,19,10,7,7,6,7,2,1,5
5,0,40,0,24,8,9,4,5,6,2,3,4
5,0,40,0,22,10,11,3,7,6,2,3,4
4,0,41,0,21,10,12,4,4,5,2,5,4
3,0,31,0,18,10,13,4,5,4,3,4,4
2,0,33,0,22,11,10,3,5,7,2,4,4
1,0,34,0,21,10,10,7,4,6,2,3,4
0,0,31,3,4,12,9,10,9,9,3,3,3
0,0,0,22,0,2,4,5,3,7,3,4,2
0,0,0,22,0,1,2,4,0,3,2,4,4
0,0,0,22,0,1,2,5,1,2,2,3,2
0,0,0,22,0,1,1,4,2,1,2,4,4
0,0,0,20,0,1,2,5,1,1,2,4,3
0,0,0,23,0,1,1,5,2,1,2,4,4
0,0,0,22,0,1,2,4,2,1,1,5,4
0,0,0,22,0,1,1,4,1,2,2,4,2
0,0,0,22,0,1,1,4,2,2,2,3,4
0,0,0,23,0,0,2,4,1,2,1,4,3
0,0,0,22,0,1,1,5,2,1,1,4,3
