0,0,0,31,11,3,3,3,1,0,1,2,1
0,0,0,31,12,3,3,5,0,2,1,2,0
0,0,0,31,12,3,3,4,0,2,1,2,1
0,0,0,31,14,4,2,4,1,1,1,2,0
0,0,0,31,13,4,1,5,1,1,1,2,2
0,0,0,31,13,4,2,5,1,0,1,2,2
0,0,0,30,14,3,2,4,2,0,0,2,1
0,0,0,30,13,4,2,5,1,1,1,2,2
0,0,0,31,14,4,2,5,1,0,2,3,0
0,0,0,31,12,3,3,4,2,0,1,3,1
0,0,0,31,14,4,2,5,1,1,0,2,0
0,0,39,20,4,8,5,5,7,6,4,3,3
9,0,18,22,9,5,8,10,9,8,2,1,5
13,0,15,15,7,4,11,12,12,7,2,0,5
14,0,17,16,7,3,11,11,13,8,1,0,5
14,0,17,16,7,3,10,12,14,9,2,0,5
10,0,39,0,10,8,12,13,11,4,1,0,6
11,0,40,5,6,7,12,12,11,5,1,2,6
12,0,18,15,3,4,10,11,14,7,1,0,3
13,0,17,12,8,4,12,13,13,6,1,0,2
13,0,17,9,10,5,13,12,9,7,2,0,3
13,0,19,7,10,7,12,11,10,7,2,0,3
12,0,42,12,0,10,10,10,12,6,2,1,2
5,0,0,27,0,2,4,5,8,8,4,3,2
4,0,0,31,12,6,6,6,7,5,3,2,3
3,0,0,26,10,7,6,7,8,7,4,3,3
11,0,29,18,6,8,9,10,7,9,3,0,3
14,0,37,13,12,11,11,9,5,8,1,0,5
14,0,38,11,14,12,11,8,4,8,0,0,5
10,0,40,0,15,11,9,7,5,9,0,1,6
6,0,21,0,30,8,5,7,5,5,2,5,7
7,0,23,0,12,12,12,6,5,7,3,3,4
6,0,12,18,5,8,11,7,4,3,3,3,3
13,0,38,15,12,14,7,3,5,8,6,0,1
14,0,19,16,11,12,9,6,3,8,5,0,2
14,0,20,16,10,10,11,8,4,7,3,0,3
14,0,21,16,10,8,10,9,7,7,1,0,5
14,0,21,14,10,8,10,11,6,5,1,0,6
14,0,9,12,12,10,10,11,7,4,1,0,5
13,0,19,10,18,10,11,10,6,3,1,0,3
12,0,39,9,23,6,12,7,5,2,3,1,5
11,0,39,9,23,4,12,5,5,3,4,0,3
12,0,38,10,19,5,10,9,10,1,5,1,1
13,0,36,8,18,6,9,9,12,2,4,2,0
13,0,37,6,14,10,11,6,7,5,3,1,2
11,0,36,1,16,8,11,3,7,6,1,3,4
6,0,40,0,11,8,11,8,6,6,4,2,4
7,0,36,20,8,5,5,9,7,8,2,2,3
2,0,0,22,10,7,6,8,8,9,3,3,4
6,0,42,21,8,7,8,9,9,9,3,3,2
4,0,0,18,9,8,11,8,6,7,4,3,3
9,0,38,6,14,10,7,5,8,6,4,2,2
10,0,20,3,22,2,10,8,11,4,3,3,2
11,0,19,4,23,3,10,8,10,2,5,2,1
13,0,19,7,18,4,11,8,12,4,4,2,1
14,0,19,14,10,4,10,9,13,5,4,1,1
14,0,19,17,7,4,10,11,13,8,3,0,1
14,0,18,17,6,3,9,12,13,9,2,0,3
13,0,18,17,6,2,10,13,12,8,1,0,4
11,0,17,14,7,3,13,14,10,5,0,1,6
9,0,37,4,11,8,14,11,3,1,1,5,6
8,0,36,5,9,8,14,13,5,1,0,4,7
7,0,35,1,8,8,13,15,6,2,0,4,6
5,0,36,0,15,11,14,12,6,3,2,3,5
3,0,37,0,9,7,13,13,10,6,3,3,4
1,0,37,9,7,5,10,10,9,6,4,3,3
0,0,39,18,1,4,5,8,8,6,3,4,4
0,0,0,31,13,4,2,5,2,2,2,2,3
0,0,0,31,13,4,1,5,2,1,1,2,1
0,0,0,31,12,4,2,5,1,1,1,2,1
0,0,0,31,12,4,3,5,1,0,1,2,0
0,0,0,31,12,4,2,4,1,1,1,2,2
0,0,0,31,14,4,2,5,1,0,0,3,1
0,0,0,31,12,4,2,5,1,1,1,2,1
0,0,0,31,13,4,3,5,1,1,0,3,1
0,0,0,31,11,3,2,5,1,1,0,2,1
